job_title,role_category,open_roles,top_locations,experience_level,work_mode,skills,job_links
"Director, Vaccine Clinical Research And Development (Md)",Healthcare,1,South East London,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601018019?se=iAcu28gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=62A888682A5B05E599EF2A84577CEE96AD996CA5""}]"
"Director/Senior Director, Business Development, Mid-Size Pharma, Clinical",Healthcare,2,"London, Reading",Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592241131?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=11B4092ED766CCAE2336051E2A78F8CDF62CCE09""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5589880136?utm_medium=api&utm_source=026f28a2""}]"
Dv Cleared Business Analyst,Business,1,Cheltenham,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611227711?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E9A8ABBBE8233D85873D3D16F12FA3D8F6737AD9""}]"
Dynamics 365 Product Owner,Product,1,Guildford,Mid,Hybrid,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5569970833?se=wsjwwsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A54E9667B2892FDC816DB77AA5950CE2B99AEEAE""}]"
Dynamics 365 Product Owner/Business Lead,Product,1,Hulme,Senior,Hybrid,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5576155290?se=wsjwwsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B97022A05CB2DC4D43658AF681EF837E36E25471""}]"
Ecommerce Ux Designer,Design,3,"Farringdon, London",Senior,On-site,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596215825?se=Hth35MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=522750BB284D0317E2B0FFF1BF09F4F37853C00A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5611195855?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5596371104?utm_medium=api&utm_source=026f28a2""}]"
Eia Consultant/Senior Eia Consultant,Business,1,Bradford-On-Avon,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610947245?se=Gt8nyMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=313689D251AA9A2F34B0868CF3BE90F50A521574""}]"
Electrical Engineer,Engineering,34,"Thetford, St. Pauls, Southampton",Mid,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592489067?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=B5028AA9CA3F7357AE0935B0448D5A5C4C9853E0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597579830?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=9A160E81B524800A2B1639702135227F01C504D4""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5590335970?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=0817FDC83B4D0D10EDAEDD10B09901C987218F51""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600021287?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=9B26AB8AD6639CA73CF7724FA43D1A2EAD0E5D2D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604685594?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=C42BCC180949F5D2E618A640473624B4B713FC02""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601759362?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=51B476ABE1A593C5358AF87B4A205279EF7A5BDE""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5571211503?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=48A4A49FA5A5F7B135520E01986FE252723C8E03""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5576093113?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=84746B7D218EBDBD3E5A1119E79FB9D34EA907E2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5595316467?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=63E7FAFE94B78E4FF08D648551B08C6E36852B4D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600736194?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=56FC38CE250CE033B4E3E780C368873D17E79C87""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600593998?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=14CC7DD72A4696652B90C0861D917FA4D1478584""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587672727?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=7F1280EC2B04FBECEE23F2BA07A2385BA8558647""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610948694?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=44C6841DD9CD5176BF652037883A5AA27390D792""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5590337004?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=8AC7B3C8F8F6618C1A696D53B8DF3E76CB5E3BC8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572666751?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=C394C367DC9571CBFEA30174A34CD2603973A52C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608589400?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=D335CB3CE76FB15A327B692882757E05E449FC92""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587672639?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=C2A998CC929830C319EAF941607BD2752CC99A29""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592137878?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=B52AFFB0AACE9F52999F63D54FE92C32A58C1253""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606063278?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=0BEDE70889FDED3E072957D95FDED216066EA23D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5591746094?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=B8225CD748BC2D63157A6743089E52BBEACCAC08""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580332823?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=9A636BFB8D1E9393CFE154901AA0FDD4E1DE5AB5""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606864596?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=8953293D842300F1ACE49691EB1E4FECB1445BBA""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5605930659?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=476568F399331109D967D3ECE5D741DA182FEF27""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606063319?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=7FAA8DB17E98568D6CEF72BE3964C2C19391A6D0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604022376?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=DFA13394BD34BD9E77F4DD4025F7661B63D08FBB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596973355?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=3435952E39C2CDD732B8A840CC5136C52917E44B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5589110716?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=76A5AFF69942AEFB551F998184D4C06BEDCEDB03""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580649032?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=4EBED3CCB691891DAECD05FBC7E49A645C8F988C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592497946?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=4113D47F97CCFB72BF0315CE94C6D75B331DEDE7""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610070199?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=D30AE3D19ADCACEE495F818FDEF64C416F71830C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5573632669?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=AF54E65C9850C959E9287528CE9435A94FBED601""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606063292?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=2D20022EF5621BEDB5DE1D72615FCBBE8B19440C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5589110798?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=399F56652A3C27657FE75F3CFE28F9E9DB4B39E0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611428685?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=284B6FEAD1E78AC56E50802F0273E9CB561618AF""}]"
Electrical Engineer,Healthcare,1,Pershore,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572722010?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=44654F45651E0209773EC0E60AA3B824EEA5212C""}]"
Electrical Instrumentation Engineer,Engineering,8,"Far Arnside, The Hill, Askam-In-Furness",Mid,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976351?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=3EF49E580B1CF1E4098A4146697701705C73E8F3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976350?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=D2CDFE19325743D4E20EFD928F03986B98F08EC3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976338?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=888FC12E5576631ED7E153D3B404D5A81A831500""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976339?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=273A9F36DE9185BBDB5E91ECD3318C1542AFB631""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976340?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=A79354E7B7D4C4332FFE481AC44F4CCCA8A380A8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976347?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=44CFE739635B2DE169DEB2BA51243DD2122EF078""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976346?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=3D1736F01C6115AFE92A8ACCB21F5CBC5D2E9C1F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593976344?se=6qMNt8gA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=6A253951748A10D1C9B82FBB834891673B514463""}]"
Electrical Product Manager,Product,1,Hatfield,Mid,On-site,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5572551440?se=sgdRwMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=E28576031FF5A9DB86497DA593F0655ED68FE75C""}]"
Embedded Software Engineer,Engineering,4,"Knaresborough, Weyhill, Waterloo",Mid,Hybrid,"['C++', 'Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603018356?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=B0BCC487090E16F375E56021C18E6A8A63C95FE3""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600058509?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=88C6D3A6C13A1D87F964683D61211B645DB79145""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597013790?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=6F54B9569ADF05CCAB960CCA81D758750E25F8B8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5595603070?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=7CFA0A36B15855CCE2081474EF204BA079E25271""}]"
Employee Relations & Human Resources Manager,HR,2,London,Senior,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5544016588?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5546901179?utm_medium=api&utm_source=026f28a2""}]"
Engineering Manager - Data Products Technical Manager,Product,1,Manchester,Mid,On-site,"['AWS', 'Python']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606108889?se=JAWkwcgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=5ADE42DFADE05BAF25EF9F47C76A8F02C6D53F77""}]"
Environmental Data Scientist/Hydrologist,Data,1,Oxfordshire,Senior,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5579857857?se=3NP2usgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=505726C8BA1EB06372C6F6F3E1BB2B643241F7A3""}]"
Environmental Health Safety Specialist,Healthcare,2,"Oxford, Reading",Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587622802?se=bhvh3cgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=50FE82E2AEA6FF9C29D6559866A2F85E613ACEF2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587622861?se=bhvh3cgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=C2299B66AE902A87C01225254D235506C3633E91""}]"
Epidemiologist/Statistician (Sas And/Or R Required),Healthcare,1,Reading,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5586980386?utm_medium=api&utm_source=026f28a2""}]"
Er Manager,HR,1,UK,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210487338?utm_medium=api&utm_source=026f28a2""}]"
Erp Product Owner (Ifs),Product,1,Cowley,Mid,On-site,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5579261998?se=wsjwwsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=2CE88A616BB08793EAD1A26DB94961F082315C28""}]"
Estimating Sales & Marketing Manager,Marketing,1,Watford,Senior,On-site,['Excel'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587703562?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=DD6EB2FB184B72AF9171F752D1B66E47C2CBD383""}]"
Eu Quality Officer,Healthcare,2,Morpeth,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600131005?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=814810579D1534FB75A36C3CAB33F2FD92F65BF8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5611344275?utm_medium=api&utm_source=026f28a2""}]"
Executive - Analytics,Data,1,UK,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210489340?utm_medium=api&utm_source=026f28a2""}]"
Executive Assistant,HR,1,Hailsham,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5588552877?utm_medium=api&utm_source=026f28a2""}]"
Executive Director: Bhf Data Science Centre,Data,1,UK,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593582253?se=1rQzvMgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=D896B5BCE50D503332E15EA8F16D4FD177601FC3""}]"
Executive Program In Clinical Research (Epcr),Healthcare,1,UK,Entry,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210479516?utm_medium=api&utm_source=026f28a2""}]"
Experienced Clinical Research Associate,Healthcare,1,Reading,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5470925656?se=iAcu28gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=D02F0F6E2ADF073512BC13A6D651AECA5EB2ADF9""}]"
E‑Commerce Developer & Digital Marketing Specialist,Marketing,1,Clitheroe,Mid,Hybrid,['C++'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5601760568?utm_medium=api&utm_source=026f28a2""}]"
Fcmo Planning Team Business Analyst,Business,1,London,Mid,Hybrid,['AWS'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601954990?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D67A1A5F0FF783051A3A38FD05D799A86708367A""}]"
Female Rehabilitation Support Worker,HR,1,Barrow-In-Furness,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580499550?se=vuZb6MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=5D9A694D4025A7AEA4B2700E74589EA5DBD59204""}]"
Female Support Worker,HR,1,Bedford,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597204609?se=vuZb6MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=217DA9AA9581C9EA56F7F32F5FF32F57A09A7E6F""}]"
Female* Support Worker,HR,1,Elstow,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597139044?se=vuZb6MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4CF4DDA4E9DE86EC2EDF675B852A9A028357C75F""}]"
Field Installation & Service Engineer,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607506576?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=17A3FAD1BAB7FE31B401315A6D539B77EB3C9AF7""}]"
